,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
465370,202007992,3005,SICK ASSIST,B2,313,0,1/30/2020 8:30,2020,1,Thursday,8,TOWNSEND ST,42.316667,-71.084017,"(42.31666700, -71.08401700)"
453033,202021332,2647,THREATS TO DO BODILY HARM,C6,200,0,3/17/2020 13:30,2020,3,Tuesday,13,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
443317,202031700,2905,VAL - VIOLATION OF AUTO LAW,B3,458,0,5/6/2020 14:42,2020,5,Wednesday,14,BLUE HILL AVE,42.30316,-71.085155,"(42.30316000, -71.08515500)"
445165,202029716,619,LARCENY ALL OTHERS,D4,167,0,4/27/2020 1:00,2020,4,Monday,1,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
430335,202045664,801,ASSAULT - SIMPLE,B3,465,0,6/28/2020 18:00,2020,6,Sunday,18,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
464883,202008523,3006,SICK/INJURED/MEDICAL - PERSON,C11,388,0,1/31/2020 23:42,2020,1,Friday,23,DORCHESTER AVE,42.278399,-71.066363,"(42.27839900, -71.06636300)"
442828,202032221,3115,INVESTIGATE PERSON,E13,303,0,5/8/2020 23:00,2020,5,Friday,23,AMORY ST,42.319694,-71.100037,"(42.31969400, -71.10003700)"
456410,202017714,3301,VERBAL DISPUTE,C6,915,0,3/4/2020 21:45,2020,3,Wednesday,21,MERCER ST,42.330437,-71.050194,"(42.33043700, -71.05019400)"
440546,202034675,3301,VERBAL DISPUTE,B2,319,0,5/19/2020 17:40,2020,5,Tuesday,17,SEAVER ST,42.307159,-71.088235,"(42.30715900, -71.08823500)"
436980,202038508,2670,HARASSMENT/ CRIMINAL HARASSMENT,B2,282,0,5/29/2020 18:00,2020,5,Friday,18,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
457960,202016035,3410,TOWED MOTOR VEHICLE,D14,777,0,2/28/2020 6:11,2020,2,Friday,6,WASHINGTON ST,42.346442,-71.146979,"(42.34644200, -71.14697900)"
432853,202042964,3301,VERBAL DISPUTE,B3,422,0,6/19/2020 17:14,2020,6,Friday,17,RIVER ST,42.271323,-71.081835,"(42.27132300, -71.08183500)"
434945,202040688,1402,VANDALISM,C11,355,0,6/10/2020 20:00,2020,6,Wednesday,20,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
427332,202048871,3301,VERBAL DISPUTE,B2, ,0,7/11/2020 2:16,2020,7,Saturday,2,ANNUNCIATION RD,42.335062,-71.093167,"(42.33506200, -71.09316700)"
467942,202005168,3115,INVESTIGATE PERSON,B3,469,0,1/20/2020 5:30,2020,1,Monday,5,WALK HILL ST,42.277914,-71.094529,"(42.27791400, -71.09452900)"
464630,202008794,1402,VANDALISM,D14,794,0,2/2/2020 0:30,2020,2,Sunday,0,BRIGHTON AVE,42.353151,-71.133859,"(42.35315100, -71.13385900)"
441832,202033279,3005,SICK ASSIST,C11,398,0,5/13/2020 18:48,2020,5,Wednesday,18,WELLES AVE,42.288881,-71.067693,"(42.28888100, -71.06769300)"
456378,202017746,3301,VERBAL DISPUTE,E18,553,0,3/5/2020 0:57,2020,3,Thursday,0,DALE ST,42.273661,-71.126381,"(42.27366100, -71.12638100)"
470040,202002898,611,LARCENY PICK-POCKET,A1,77,0,1/11/2020 14:30,2020,1,Saturday,14,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
443481,202031522,3501,MISSING PERSON,E5,562,0,5/4/2020 4:30,2020,5,Monday,4,SOUTH ST,42.286888,-71.12831,"(42.28688800, -71.12831000)"
449639,202024963,3018,SICK/INJURED/MEDICAL - POLICE,C11,355,0,4/4/2020 12:18,2020,4,Saturday,12,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
434081,202041646,616,LARCENY THEFT OF BICYCLE,D4,167,0,6/14/2020 18:30,2020,6,Sunday,18,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
446093,202028723,3801,M/V ACCIDENT - OTHER,B3,441,0,4/22/2020 19:52,2020,4,Wednesday,19,TALBOT AVE,42.293896,-71.084515,"(42.29389600, -71.08451500)"
452277,202022141,2670,HARASSMENT/ CRIMINAL HARASSMENT,B2,280,0,3/22/2020 10:48,2020,3,Sunday,10,WARREN ST,42.329024,-71.083415,"(42.32902400, -71.08341500)"
440139,202035105,617,LARCENY THEFT FROM BUILDING,D14,770,0,5/20/2020 12:00,2020,5,Wednesday,12,WASHINGTON ST,42.349132,-71.15423,"(42.34913200, -71.15423000)"
430609,202045376,2647,THREATS TO DO BODILY HARM,A1,66,0,6/28/2020 7:35,2020,6,Sunday,7,CHARLES ST,42.360644,-71.070861,"(42.36064400, -71.07086100)"
427248,202048959,3115,INVESTIGATE PERSON,D4,270,0,7/11/2020 13:38,2020,7,Saturday,13,HARRISON AVE,42.334018,-71.076381,"(42.33401800, -71.07638100)"
460076,202013746,423,ASSAULT - AGGRAVATED,C11,357,0,2/19/2020 16:33,2020,2,Wednesday,16,DAKOTA ST,42.299384,-71.069788,"(42.29938400, -71.06978800)"
429740,202046306,3301,VERBAL DISPUTE,B2,263,0,7/1/2020 18:20,2020,7,Wednesday,18,BLUE HILL AVE,42.323243,-71.076424,"(42.32324300, -71.07642400)"
448582,202026097,3111,LICENSE PREMISE VIOLATION,D14,801,0,4/9/2020 21:03,2020,4,Thursday,21,HARVARD AVE,42.354865,-71.132593,"(42.35486500, -71.13259300)"
467851,202005261,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,1/17/2020 22:00,2020,1,Friday,22,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
428642,202047477,619,LARCENY ALL OTHERS,C6,175,0,7/4/2020 12:00,2020,7,Saturday,12,SOUTHAMPTON ST,42.332108,-71.070143,"(42.33210800, -71.07014300)"
460359,202013441,3115,INVESTIGATE PERSON,C6,206,0,2/18/2020 19:26,2020,2,Tuesday,19,THOMSON PL,42.351773,-71.047041,"(42.35177300, -71.04704100)"
433390,202042384,3006,SICK/INJURED/MEDICAL - PERSON,E18,522,0,6/17/2020 13:36,2020,6,Wednesday,13,EASTON AVE,42.250937,-71.122776,"(42.25093700, -71.12277600)"
451972,202022462,614,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,3/23/2020 17:15,2020,3,Monday,17,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
464369,202009073,423,ASSAULT - AGGRAVATED,A7,28,0,2/3/2020 11:15,2020,2,Monday,11,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
444878,202030025,3114,INVESTIGATE PROPERTY,E5,549,0,4/28/2020 17:30,2020,4,Tuesday,17,CHERITON RD,42.261122,-71.155652,"(42.26112200, -71.15565200)"
463679,202009819,3502,MISSING PERSON - LOCATED,B2,282,0,2/5/2020 7:00,2020,2,Wednesday,7,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
451992,202022442,3301,VERBAL DISPUTE,A7, ,0,3/23/2020 15:44,2020,3,Monday,15,BORDER ST,42.380933,-71.040239,"(42.38093300, -71.04023900)"
444320,202030622,3005,SICK ASSIST,D14,794,0,5/1/2020 17:59,2020,5,Friday,17,COMMONWEALTH AVE,42.349065,-71.134146,"(42.34906500, -71.13414600)"
439602,202035686,3115,INVESTIGATE PERSON,E13,647,0,5/23/2020 20:20,2020,5,Saturday,20,EVERETT ST,42.308853,-71.109105,"(42.30885300, -71.10910500)"
458275,202015688,3111,LICENSE PREMISE VIOLATION,A1,68,0,2/26/2020 21:20,2020,2,Wednesday,21,CAMBRIDGE ST,42.361131,-71.064843,"(42.36113100, -71.06484300)"
440458,202034768,3114,INVESTIGATE PROPERTY,D14,778,0,5/19/2020 20:44,2020,5,Tuesday,20,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
462372,202011223,301,ROBBERY,E5,726,0,2/10/2020 19:10,2020,2,Monday,19,SPRING ST,42.276213,-71.166512,"(42.27621300, -71.16651200)"
449289,202025331,3115,INVESTIGATE PERSON,B2,293,0,4/6/2020 11:46,2020,4,Monday,11,LOGAN ST,42.326103,-71.090428,"(42.32610300, -71.09042800)"
439915,202035350,3115,INVESTIGATE PERSON,A1,88,0,5/22/2020 12:00,2020,5,Friday,12,HANOVER ST,42.364543,-71.053691,"(42.36454300, -71.05369100)"
437564,202037876,540,BURGLARY - COMMERICAL,A1,77,0,6/1/2020 1:30,2020,6,Monday,1,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
439198,202036118,3001,DEATH INVESTIGATION,B2,268,0,5/25/2020 22:16,2020,5,Monday,22,EUSTIS ST,42.329003,-71.078382,"(42.32900300, -71.07838200)"
458799,202015115,3005,SICK ASSIST,B2,288,0,2/24/2020 21:41,2020,2,Monday,21,WASHINGTON ST,42.329258,-71.084824,"(42.32925800, -71.08482400)"
431944,202043944,1402,VANDALISM,E13,576,0,6/23/2020 9:00,2020,6,Tuesday,9,PORTER ST,42.315272,-71.103096,"(42.31527200, -71.10309600)"
431693,202044213,3125,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),C6,936,0,6/24/2020 5:04,2020,6,Wednesday,5,W BROADWAY,42.339304,-71.051604,"(42.33930400, -71.05160400)"
441871,202033239,3802,M/V ACCIDENT - PROPERTY DAMAGE,C6,176,0,5/13/2020 16:00,2020,5,Wednesday,16,NEWMARKET SQ,42.32754,-71.065983,"(42.32754000, -71.06598300)"
463913,202009563,1402,VANDALISM,E5,691,0,2/4/2020 0:00,2020,2,Tuesday,0,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
457393,202016643,3301,VERBAL DISPUTE,B2,311,0,3/1/2020 4:01,2020,3,Sunday,4,WARREN ST,42.320268,-71.081504,"(42.32026800, -71.08150400)"
454457,202019817,2670,HARASSMENT/ CRIMINAL HARASSMENT,B2,282,0,3/12/2020 12:11,2020,3,Thursday,12,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
468463,202004615,3005,SICK ASSIST,E13,307,0,1/17/2020 20:21,2020,1,Friday,20,WALNUT PARK,42.315031,-71.095475,"(42.31503100, -71.09547500)"
430927,202045039,3301,VERBAL DISPUTE,E18,480,0,6/26/2020 20:16,2020,6,Friday,20,HARMON ST,42.269503,-71.102285,"(42.26950300, -71.10228500)"
460743,202013029,3005,SICK ASSIST,A1,121,0,2/17/2020 2:24,2020,2,Monday,2,TREMONT ST,42.349428,-71.065366,"(42.34942800, -71.06536600)"
448635,202026043,614,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,4/9/2020 7:25,2020,4,Thursday,7,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
462820,202010742,3114,INVESTIGATE PROPERTY,E13,638,0,2/8/2020 19:58,2020,2,Saturday,19,BOYLSTON ST,42.316997,-71.106067,"(42.31699700, -71.10606700)"
428710,202047405,520,BURGLARY - RESIDENTIAL,B2,326,0,7/5/2020 20:30,2020,7,Sunday,20,FAYSTON ST,42.313413,-71.077895,"(42.31341300, -71.07789500)"
472624,202000094,1402,VANDALISM,B2,316,0,1/1/2020 8:40,2020,1,Wednesday,8,HOMESTEAD ST,42.313422,-71.093489,"(42.31342200, -71.09348900)"
427612,202048569,423,ASSAULT - AGGRAVATED,B2, ,0,7/10/2020 1:14,2020,7,Friday,1,INGLESIDE ST,42.317362,-71.077245,"(42.31736200, -71.07724500)"
458699,202015223,1102,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2/25/2020 12:00,2020,2,Tuesday,12,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
462742,202010824,3301,VERBAL DISPUTE,A1,105,0,2/9/2020 2:46,2020,2,Sunday,2,FRANKLIN ST,42.356032,-71.059193,"(42.35603200, -71.05919300)"
451854,202022589,3205,M/V PLATES - LOST,B2,282,0,3/24/2020 0:00,2020,3,Tuesday,0,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
433994,202041736,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,6/14/2020 11:00,2020,6,Sunday,11,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
433369,202042409,3115,INVESTIGATE PERSON,E18,520,0,6/4/2020 16:24,2020,6,Thursday,16,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
451996,202022438,616,LARCENY THEFT OF BICYCLE,D4,167,0,3/14/2020 6:12,2020,3,Saturday,6,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
429516,202046542,614,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,778,0,7/1/2020 23:00,2020,7,Wednesday,23,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
436702,202038809,617,LARCENY THEFT FROM BUILDING,B2,179,0,6/4/2020 10:30,2020,6,Thursday,10,FARNHAM ST,42.330465,-71.074429,"(42.33046500, -71.07442900)"
446624,202028162,3115,INVESTIGATE PERSON,D4,138,0,4/20/2020 10:19,2020,4,Monday,10,BOYLSTON ST,42.348623,-71.082776,"(42.34862300, -71.08277600)"
428925,202047178,3115,INVESTIGATE PERSON,E5,687,0,7/5/2020 0:17,2020,7,Sunday,0,BELGRADE AVE,42.28606,-71.14406,"(42.28606000, -71.14406000)"
448417,202026273,3301,VERBAL DISPUTE,D4,595,0,4/10/2020 18:25,2020,4,Friday,18,HEMENWAY ST,42.339672,-71.092189,"(42.33967200, -71.09218900)"
470501,202002403,3831,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,1/6/2020 18:30,2020,1,Monday,18,LIFE ST,42.356228,-71.145953,"(42.35622800, -71.14595300)"
442872,202032174,3115,INVESTIGATE PERSON,B3,465,0,5/8/2020 17:40,2020,5,Friday,17,MORTON ST,42.285612,-71.093053,"(42.28561200, -71.09305300)"
472043,202000724,801,ASSAULT - SIMPLE,B3,458,0,1/3/2020 16:38,2020,1,Friday,16,OLD RD,42.302264,-71.084946,"(42.30226400, -71.08494600)"
441499,202033650,3114,INVESTIGATE PROPERTY,B3,465,0,5/15/2020 11:47,2020,5,Friday,11,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
432507,202043339,3115,INVESTIGATE PERSON,D14,757,0,6/21/2020 0:52,2020,6,Sunday,0,BROOKS ST,42.356137,-71.162381,"(42.35613700, -71.16238100)"
430163,202045849,3410,TOWED MOTOR VEHICLE,B3,428,0,6/30/2020 7:47,2020,6,Tuesday,7,WOOLSON ST,42.280812,-71.088557,"(42.28081200, -71.08855700)"
464425,202009008,3114,INVESTIGATE PROPERTY,B2,330,0,2/3/2020 5:55,2020,2,Monday,5,COLUMBIA RD,42.305247,-71.080894,"(42.30524700, -71.08089400)"
439077,202036245,1415,GRAFFITI,A1,77,0,5/21/2020 17:00,2020,5,Thursday,17,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
441718,202033403,617,LARCENY THEFT FROM BUILDING,A15,41,0,5/14/2020 12:00,2020,5,Thursday,12,VINE ST,42.376631,-71.055931,"(42.37663100, -71.05593100)"
461327,202012404,3301,VERBAL DISPUTE,B3,943,0,2/14/2020 16:32,2020,2,Friday,16,WOODBOLE AVE,42.276265,-71.08265,"(42.27626500, -71.08265000)"
437973,202037445,3115,INVESTIGATE PERSON,E5,711,0,5/30/2020 16:52,2020,5,Saturday,16,STEARNS RD,42.266599,-71.153599,"(42.26659900, -71.15359900)"
461386,202012336,617,LARCENY THEFT FROM BUILDING,D14,778,0,2/13/2020 23:00,2020,2,Thursday,23,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
466529,202006720,3112,LANDLORD - TENANT,B3,476,0,1/24/2020 14:00,2020,1,Friday,14,REXFORD ST,42.269848,-71.095323,"(42.26984800, -71.09532300)"
434771,202040893,2007,VIOLATION - RESTRAINING ORDER (NO ARREST),D4,905,0,6/11/2020 22:45,2020,6,Thursday,22,E BROOKLINE ST,42.339267,-71.072088,"(42.33926700, -71.07208800)"
457387,202016651,531,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),C11,244,0,2/29/2020 23:00,2020,2,Saturday,23,TAFT ST,42.317302,-71.057933,"(42.31730200, -71.05793300)"
465284,202008086,619,LARCENY ALL OTHERS,C11,355,0,1/30/2020 13:00,2020,1,Thursday,13,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
470350,202002566,617,LARCENY THEFT FROM BUILDING,B2,288,0,1/10/2020 16:00,2020,1,Friday,16,MALCOLM X BLVD,42.329958,-71.086942,"(42.32995800, -71.08694200)"
459533,202014326,3115,INVESTIGATE PERSON,B3,444,0,2/21/2020 22:30,2020,2,Friday,22,VESTA RD,42.296062,-71.086647,"(42.29606200, -71.08664700)"
458600,202015333,3005,SICK ASSIST,C6,178,0,2/25/2020 15:30,2020,2,Tuesday,15,MASSACHUSETTS AVE,42.331521,-71.070853,"(42.33152100, -71.07085300)"
458916,202014993,3115,INVESTIGATE PERSON,E18,517,0,2/24/2020 14:20,2020,2,Monday,14,WASHINGTON ST,42.246041,-71.119992,"(42.24604100, -71.11999200)"
453802,202020516,3801,M/V ACCIDENT - OTHER,E18,494,0,3/14/2020 23:00,2020,3,Saturday,23,WEST ST,42.259872,-71.11936,"(42.25987200, -71.11936000)"
464859,202008548,614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,282,0,2/1/2020 0:00,2020,2,Saturday,0,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
456451,202017671,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,577,0,3/4/2020 15:31,2020,3,Wednesday,15,WASHINGTON ST,42.315384,-71.0987,"(42.31538400, -71.09870000)"
435222,202040388,1102,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,5/22/2020 12:00,2020,5,Friday,12,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
466216,202007056,1402,VANDALISM,C11,362,0,1/25/2020 18:45,2020,1,Saturday,18,LYNDHURST ST,42.292905,-71.069557,"(42.29290500, -71.06955700)"
461310,202012421,2905,VAL - VIOLATION OF AUTO LAW,E18,503,0,2/14/2020 17:22,2020,2,Friday,17,PAINE ST,42.285673,-71.106905,"(42.28567300, -71.10690500)"
430528,202045461,3301,VERBAL DISPUTE,D14,803,0,6/28/2020 13:50,2020,6,Sunday,13,EVERETT ST,42.354148,-71.138952,"(42.35414800, -71.13895200)"
460355,202013445,1402,VANDALISM,B3,455,0,2/17/2020 21:00,2020,2,Monday,21,TRINITY TER,42.301355,-71.077907,"(42.30135500, -71.07790700)"
449343,202025272,2662,BALLISTICS EVIDENCE/FOUND,C11,366,1,4/5/2020 23:51,2020,4,Sunday,23,FLORIDA ST,42.290178,-71.059373,"(42.29017800, -71.05937300)"
472423,202000305,3410,TOWED MOTOR VEHICLE,B2,182,0,1/2/2020 7:22,2020,1,Thursday,7,BURRELL ST,42.323148,-71.070044,"(42.32314800, -71.07004400)"
445223,202029656,3115,INVESTIGATE PERSON,B2,321,0,4/25/2020 9:00,2020,4,Saturday,9,WARREN ST,42.311585,-71.082953,"(42.31158500, -71.08295300)"
451031,202023471,3410,TOWED MOTOR VEHICLE,D4,620,0,3/28/2020 10:05,2020,3,Saturday,10,HAVILAND ST,42.346271,-71.088726,"(42.34627100, -71.08872600)"
427906,202048257,619,LARCENY ALL OTHERS,A1,113,0,7/8/2020 20:08,2020,7,Wednesday,20,SUMMER ST,42.354262,-71.058833,"(42.35426200, -71.05883300)"
453786,202020532,3115,INVESTIGATE PERSON,C11,402,0,3/15/2020 1:05,2020,3,Sunday,1,FULLER ST,42.28248,-71.069811,"(42.28248000, -71.06981100)"
428993,202047106,3301,VERBAL DISPUTE,C11,367,0,7/4/2020 18:25,2020,7,Saturday,18,VICTORY RD,42.295789,-71.055818,"(42.29578900, -71.05581800)"
455201,202019012,619,LARCENY ALL OTHERS,B3,438,0,3/9/2020 16:12,2020,3,Monday,16,SOUTHERN AVE,42.290262,-71.074738,"(42.29026200, -71.07473800)"
454697,202019556,423,ASSAULT - AGGRAVATED,A1,77,0,3/11/2020 12:15,2020,3,Wednesday,12,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
430850,202045120,3410,TOWED MOTOR VEHICLE,B3,421,0,6/27/2020 2:02,2020,6,Saturday,2,MORTON ST,42.280612,-71.083501,"(42.28061200, -71.08350100)"
443787,202031193,617,LARCENY THEFT FROM BUILDING,D4,167,0,4/29/2020 1:30,2020,4,Wednesday,1,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
444019,202030942,614,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,397,0,5/2/2020 19:00,2020,5,Saturday,19,TALBOT AVE,42.290049,-71.070215,"(42.29004900, -71.07021500)"
433245,202042541,1402,VANDALISM,B2,281,0,6/18/2020 3:31,2020,6,Thursday,3,DUDLEY ST,42.328535,-71.082138,"(42.32853500, -71.08213800)"
443115,202031916,1106,FRAUD - CREDIT CARD / ATM FRAUD,E13,574,0,5/6/2020 15:55,2020,5,Wednesday,15,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
464813,202008596,613,LARCENY SHOPLIFTING,A1,112,0,2/1/2020 11:48,2020,2,Saturday,11,WASHINGTON ST,42.355123,-71.060879,"(42.35512300, -71.06087900)"
465637,202007697,2647,THREATS TO DO BODILY HARM,D14,778,0,1/29/2020 8:30,2020,1,Wednesday,8,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
461736,202011935,3301,VERBAL DISPUTE,B2,305,0,2/13/2020 1:06,2020,2,Thursday,1,KENSINGTON ST,42.320626,-71.091088,"(42.32062600, -71.09108800)"
446887,202027882,423,ASSAULT - AGGRAVATED,C11,390,0,4/18/2020 19:24,2020,4,Saturday,19,CARRUTH ST,42.282417,-71.060222,"(42.28241700, -71.06022200)"
468287,202004805,3114,INVESTIGATE PROPERTY,C11, ,0,1/18/2020 15:27,2020,1,Saturday,15,HALLET ST,42.280767,-71.047365,"(42.28076700, -71.04736500)"
444228,202030720,615,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,26,0,5/2/2020 4:33,2020,5,Saturday,4,BORDER ST,42.380933,-71.040239,"(42.38093300, -71.04023900)"
432712,202043117,3501,MISSING PERSON,B2,602,0,6/20/2020 6:52,2020,6,Saturday,6,TREMONT ST,42.33308,-71.101653,"(42.33308000, -71.10165300)"
445518,202029338,3802,M/V ACCIDENT - PROPERTY DAMAGE,B3,469,0,4/25/2020 21:00,2020,4,Saturday,21,WALK HILL ST,42.277914,-71.094529,"(42.27791400, -71.09452900)"
472573,202000147,3006,SICK/INJURED/MEDICAL - PERSON,C11,405,0,1/1/2020 13:36,2020,1,Wednesday,13,RICHMOND ST,42.273798,-71.06839,"(42.27379800, -71.06839000)"
434733,202040934,3114,INVESTIGATE PROPERTY,C6,914,0,6/12/2020 7:26,2020,6,Friday,7,OLD COLONY AVE,42.323352,-71.052419,"(42.32335200, -71.05241900)"
466359,202006905,2647,THREATS TO DO BODILY HARM,D4,905,0,1/26/2020 14:00,2020,1,Sunday,14,HARRISON ARCHWAYS,42.339812,-71.070656,"(42.33981200, -71.07065600)"
468415,202004667,3802,M/V ACCIDENT - PROPERTY DAMAGE,B3,463,0,1/18/2020 1:50,2020,1,Saturday,1,AMERICAN LEGION HWY,42.297088,-71.090955,"(42.29708800, -71.09095500)"
436594,202038928,1402,VANDALISM,B3,465,0,6/3/2020 12:00,2020,6,Wednesday,12,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)"
452058,202022369,2670,HARASSMENT/ CRIMINAL HARASSMENT,C6,200,0,3/19/2020 9:00,2020,3,Thursday,9,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
452589,202021816,423,ASSAULT - AGGRAVATED,E18,517,0,3/20/2020 20:27,2020,3,Friday,20,GLENWOOD AVE,42.24686,-71.124069,"(42.24686000, -71.12406900)"
469606,202003377,3114,INVESTIGATE PROPERTY,D14,799,0,1/13/2020 13:54,2020,1,Monday,13,BRIGHTON AVE,42.352483,-71.127295,"(42.35248300, -71.12729500)"
435893,202039666,3301,VERBAL DISPUTE,B3,450,0,6/7/2020 16:15,2020,6,Sunday,16,WHITFIELD ST,42.29276,-71.074866,"(42.29276000, -71.07486600)"
428269,202047868,1102,FRAUD - FALSE PRETENSE / SCHEME,E13,508,0,6/11/2020 9:05,2020,6,Thursday,9,HYDE PARK AVE,42.293226,-71.117656,"(42.29322600, -71.11765600)"
436192,202039350,616,LARCENY THEFT OF BICYCLE,C6,200,0,6/5/2020 19:00,2020,6,Friday,19,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)"
436279,202039258,3005,SICK ASSIST,C6,177,0,6/5/2020 18:30,2020,6,Friday,18,MASSACHUSETTS AVE,42.327015,-71.067049,"(42.32701500, -71.06704900)"
460211,202013600,801,ASSAULT - SIMPLE,D4,170,0,2/19/2020 12:16,2020,2,Wednesday,12,WASHINGTON ST,42.337212,-71.075976,"(42.33721200, -71.07597600)"
449625,202024977,2610,TRESPASSING,B2,178,0,4/4/2020 12:56,2020,4,Saturday,12,POMPEII ST,42.329694,-71.070444,"(42.32969400, -71.07044400)"
457778,202016241,520,BURGLARY - RESIDENTIAL,D4,145,0,2/27/2020 12:30,2020,2,Thursday,12,HUNTINGTON AVE,42.344811,-71.082343,"(42.34481100, -71.08234300)"
434058,202041669,3115,INVESTIGATE PERSON,B3,465,0,6/14/2020 20:47,2020,6,Sunday,20,HANSBOROUGH ST,42.288103,-71.091533,"(42.28810300, -71.09153300)"
446381,202028416,3006,SICK/INJURED/MEDICAL - PERSON,B2,314,0,4/21/2020 13:03,2020,4,Tuesday,13,HUMBOLDT AVE,42.313632,-71.089103,"(42.31363200, -71.08910300)"
459680,202014166,3207,PROPERTY - FOUND,E5,691,0,2/21/2020 13:30,2020,2,Friday,13,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
455789,202018384,2905,VAL - VIOLATION OF AUTO LAW,D14,778,0,3/4/2020 16:42,2020,3,Wednesday,16,HENSHAW ST,42.349567,-71.15002,"(42.34956700, -71.15002000)"
458400,202015552,1106,FRAUD - CREDIT CARD / ATM FRAUD,A7,28,0,2/24/2020 5:50,2020,2,Monday,5,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
468244,202004849,3207,PROPERTY - FOUND,B2,326,0,1/18/2020 18:31,2020,1,Saturday,18,FAYSTON ST,42.313413,-71.077895,"(42.31341300, -71.07789500)"
465830,202007490,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,282,0,1/28/2020 14:46,2020,1,Tuesday,14,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
446646,202028139,3202,PROPERTY - LOST THEN LOCATED,B2,587,0,4/20/2020 7:00,2020,4,Monday,7,TREMONT ST,42.332096,-71.098605,"(42.33209600, -71.09860500)"
438625,202036732,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,5/28/2020 10:42,2020,5,Thursday,10,TAMWORTH ST,42.35181,-71.064229,"(42.35181000, -71.06422900)"
463934,202009540,2647,THREATS TO DO BODILY HARM,C11,395,0,2/4/2020 18:23,2020,2,Tuesday,18,DORCHESTER AVE,42.284398,-71.064683,"(42.28439800, -71.06468300)"
